gemini-1.5-pro,case1-github.yaml,"['<START>\n\n## Resource Type Errors\n- None\n\n## Configuration Entry Errors\n- **Globals.Function.DeploymentPreference**: `Type` should be `DeploymentType`\n\n## Configuration Entry Value Errors\n- **Globals.Function.DeploymentPreference.Type**: Allowed values are `Canary` or `Linear`, not `AllAtOnce`\n\n## Entry Dependency Errors\n- None\n\n## Value Dependency Errors\n- None\n\n<END>']"
gemini-1.5-pro,case4-github.yaml,"['<START>\n\n**[Configuration Entry Errors]**\n\n* **MyFunction/Events/MyEvent/Properties/RequestParameters:**  The `method.request.querystring` and `method.request.header`  parameters should be `queryStringParameters` and `headers` respectively.\n\n**[Configuration Entry Value Errors]**\n\n* **MyApi/Properties/Models/mybody:** Model definitions should be nested directly under `Properties`, not under a `Models` property. \n\n**[Entry Dependency Errors]**\n\n* **MyFunction/Properties/Events/MyEvent/Properties/RequestModel/Model:** The `Model` property should reference the model name directly (""mybody""), not as a child of a ""Model"" property.\n\n<END>']"
gemini-1.5-pro,case2-github.yaml,"[""<START>\n\n## Resource Type Errors\n- **EventBridgeConfiguration**: `EventBridgeConfiguration` is not a valid property under `AWS::S3::Bucket.NotificationConfiguration`. The correct property is `EventBridge`. \n\n## Configuration Entry Errors\n- **DDBPutItem and DDBTable**: These are custom substitution variables and don't have specific configuration entries to validate. Their correctness depends on how they are used within the state machine definition.\n- **Policies**: \n    - **LambdaInvokePolicy, DynamoDBWritePolicy**: These are valid policy templates, but the indentation is incorrect. They should be indented one level further to be under the `Policies` property.\n\n## Configuration Entry Value Errors\n- **Runtime**: `StockSellerFunction` uses `nodejs16.x`, which might be outdated. Consider using `nodejs18.x` for consistency.\n\n## Entry Dependency Errors\n- **StockTradingStateMachineRole**: The output `StockTradingStateMachineRole` references `StockTradingStateMachineRole.Arn`. However, there's no explicit IAM Role resource defined for the state machine. SAM might implicitly create one, but it's best to define it explicitly for clarity and control.\n\n## Value Dependency Errors\n- **None**: No clear value dependency errors are detected.\n\n<END>""]"
gemini-1.5-pro,case5-github.yaml,"['<START>\n\n**[Configuration Entry Errors]**\n\n* **Missing `Handler` Property:** The `HelloWorldFunction` resource is missing the `Handler` property, which is required for all `AWS::Serverless::Function` resources. The `Handler` property specifies the entry point for your Lambda function code.\n\n**[Entry Dependency Errors]**\n\n* **`PackageType: Image` Requires `ImageUri`:** When using `PackageType: Image`, you must specify the `ImageUri` property instead of `Metadata`. The `ImageUri` property points to the location of your Docker image in a repository (e.g., Amazon ECR).\n\n**[Value Dependency Errors]**\n\n* **Outputs Referencing Non-Existent Resources:** The `Outputs` section references resources like `HelloWorldFunctionRole` which are not explicitly defined in the template. If these resources are intended to be implicitly created, their names might be incorrect. For example, the role associated with a function is usually named `<FunctionName>Role`.\n\n<END>']"
gemini-1.5-pro,case3-github.yaml,"[""<START>\n\n**[Resource Type Errors]**\n\n- **Policies**: `Policies` is not a valid property for `AWS::Serverless::Function`. It seems like you're trying to define an IAM policy. \n\n**[Configuration Entry Errors]**\n\n- **SSMParameterWithSlashPrefixReadPolicy**: This is not a standard IAM policy type. You should use `AWS::IAM::Policy` to define custom policies.\n\n**[Configuration Entry Value Errors]**\n\n- **CodeUri**: While not technically an error, it's best practice to specify the file for the `CodeUri`, like `hello_world/app.py` (assuming your lambda code is in `app.py`).\n\n**[Entry Dependency Errors]**\n\n-  To attach an IAM policy to your function, you would typically define an `AWS::IAM::Role` resource and reference it in the function's `Role` property.\n\n**[Value Dependency Errors]**\n\n-  N/A\n\n<END>""]"
gemini-1.5-pro,case8-github.yaml,"[""<START>\n\n## Resource Type Errors\n- **None**\n\n## Configuration Entry Errors\n- **`Events.TopicEvent.RedrivePolicy`**: The `RedrivePolicy` configuration is not supported directly within a `TopicEvent`. It should be configured within the `SqsSubscription` property. \n- **`Events.TopicEvent.SqsSubscription.QueueUrl`**:  While technically functional, specifying `QueueUrl` within `SqsSubscription` is redundant when `QueueArn` is already provided. SAM will handle resolving the URL from the ARN.\n\n## Configuration Entry Value Errors\n- **None**\n\n## Entry Dependency Errors\n- **`Events.TopicEvent.RedrivePolicy.deadLetterTargetArn`**: This references `QueueSNSDlq.Arn`, but a resource with that name doesn't exist in the template.\n\n## Value Dependency Errors\n- **None**\n\n<END>""]"
gemini-1.5-pro,case19-github.yaml,"[""<START>\n\n## Resource Type Errors\n- **DatadogServerless Transform**: The `DatadogServerless` transform is not a standard AWS SAM transform. It's likely a custom transform or from a third-party library. Ensure you have the necessary setup for this transform.\n\n## Configuration Entry Errors\n- **HttpApiGW/Auth/Authorizers/OAuth2Authorizer/IdentitySource**: The `IdentitySource` property should be `$request.header.Authorization`, not `$request.header.authorization`. Authorization header names are case-sensitive.\n- **GetAnonymousSmsSendPageUrl/Events/ApiCall2**:  The path `/anonymousSmsSendPageUrl/{WorkOrderId}/{AffiliateId}` in `ApiCall2` should use the same case as defined in `ApiCall` (i.e., `/AnonymousSmsSendPageUrl/{WorkOrderId}/{AffiliateId}`). Paths are case-sensitive.\n\n## Configuration Entry Value Errors\n- **SharedDependencyLayer/ContentUri**: The `ContentUri` should point to a zip file containing the layer code. Currently, it points to a directory (`src/dependencies/shared/nodejs/`). You need to package the directory contents into a zip file.\n\n## Entry Dependency Errors\n- **HttpApiGW/Domain/CertificateArn**: The `CertificateArn` property should reference the ARN of the `ApiDomainCert` resource, not just the resource name. Use `!Ref ApiDomainCert` to get the ARN.\n\n## Value Dependency Errors\n- **Mappings/DomainName**: The `Local` and `Dev` environments have the same values for `ApiName`, `webUrl`, `Zone`, and `ZoneId`. This might be intentional, but it's unusual to have identical configurations for different environments.\n\n<END>""]"
gemini-1.5-pro,case10-github.yaml,"['<START>\n\n##  [Configuration Entry Value Errors]\n\n* **Resources > ApiGatewayApi > Properties > Cors**: The value of `Cors` should be a JSON object or intrinsic function that returns a JSON object, not a string. See the [documentation](https://docs.aws.amazon.com/serverless-application-model/latest/developerguide/sam-resource-api.html#sam-api-corsconfiguration) for valid `Cors` configurations. \n\n## [Entry Dependency Errors]\n\n* **Resources > LambdaFunction > Properties > Events > ProxyApiRoot > Properties > RestApiId**: While using `!Ref ApiGatewayApi` is correct, a better practice is to use `!GetAtt ApiGatewayApi.RootResourceId` to reference the root resource ID of the API Gateway. This ensures the function is mapped to the root path (`/`) of your API Gateway.\n\n<END>']"
gemini-1.5-pro,case15-github.yaml,"['<START>\n\n**[Configuration Entry Errors]**\n\n* **Resources.MyApi.Properties.GatewayResponses.DEFAULT_4XX.ResponseParameters.Headers.Access-Control-Expose-Headers**: The value should not be enclosed in single quotes.  It should be `Access-Control-Expose-Headers: ""WWW-Authenticate""`.\n* **Resources.MyApi.Properties.GatewayResponses.DEFAULT_4XX.ResponseParameters.Headers.Access-Control-Allow-Origin**: The value should not be enclosed in single quotes. It should be `Access-Control-Allow-Origin: ""*""`.\n\n**[Entry Dependency Errors]**\n\n* **Resources.GetFunction.Properties.Events.GetResource.Properties.RestApiId**: While not technically an error, it\'s best practice to use `!Ref MyApi` instead of `!Ref MyApi` for consistency and clarity.\n\n<END>']"
gemini-1.5-pro,case16-github.yaml,"['<START>\n\n## Resource Type Errors\n* **AWS::ApplicationInsights::Application**: This resource type is not supported by SAM. \n* **AWS::ResourceGroups::Group**: This resource type is not supported by SAM.\n\n## Configuration Entry Errors\n* **Globals.Function.Tracing**: The correct configuration entry name is **TracingConfig**, not **Tracing**.\n* **Globals.Api**: This section should be **Globals.HttpApi** for API Gateway v2 configuration.\n* **Globals.Api.TracingEnabled**: The correct configuration entry name is **TracingEnabled** (no capitalization difference).\n\n## Configuration Entry Value Errors\n* **Globals.Function.Timeout**: The value of Timeout should be an integer between 1 and 900, not 3.\n\n## Entry Dependency Errors\n* **ApplicationInsightsMonitoring.Properties.ResourceGroupName**: This entry references `ApplicationResourceGroup`, which is not a valid resource type in SAM.\n\n## Value Dependency Errors\n* **ApplicationInsightsMonitoring**: This resource depends on `ApplicationResourceGroup`, which is not a valid resource type in SAM. The logic for creating and associating a resource group for Application Insights needs to be re-evaluated.\n\n<END>']"
gemini-1.5-pro,case7-github.yaml,"[""<START>\n\n##  Detected misconfigurations:\n\n**[Configuration Entry Errors]**\n\n* **Resources > HelloWorldFunction > Events > HelloWorld > Properties**: `SourceAccessConfigurations` is an invalid property for the `MQ` event source type. The correct property name is **`AccessCredentials`**.\n\n**[Configuration Entry Value Errors]**\n\n* **Resources > HelloWorldFunction > Events > HelloWorld > Properties > AccessCredentials**: The value of `URI` should be the ARN of the Secrets Manager secret, not a reference to the resource itself. Use `!GetAtt HelloWorldSecret.Arn` instead of `!Ref HelloWorldSecret`.\n\n**[Entry Dependency Errors]**\n\n* **Resources > HelloWorldBroker > Properties > Users > Password**: The `resolve` helper function is being used incorrectly. The correct syntax for referencing a secret value is `{{resolve:secretsmanager:secret-name:json-key:version-stage:version-id}}`. In this case, it should be `!Sub '{{resolve:secretsmanager:${HelloWorldSecret}:SecretString:password:awscurrent}}'`.\n\n<END>""]"
gemini-1.5-pro,case13-github.yaml,"['<START>\n\n**[Configuration Entry Errors]**\n\n* **Incorrect Event Source Type:** Under the `MyFunction` resource, the `Events` property uses `Noneapi` as the key. Event source types are case-sensitive, and it should be `None` instead of `Noneapi`.\n\n**[Configuration Entry Value Errors]**\n\n* **Incorrect `Format` Value:**  The `AccessLogSetting.Format`  property should use a predefined variable like `$context.requestId`  or a valid access log format string.  The provided configuration only has `$context.requestId` which is not a valid format string. It should be enclosed within a string like `Format: ""$context.requestId""`\n\n**[Entry Dependency Errors]**\n\n* **Incorrect `RestApiId` Reference:** The `MyFunction.Events.Noneapi.Properties.RestApiId` property is trying to reference the `MyApi` resource using `Ref`. However, `AWS::Serverless::Api` resources don\'t have a directly referenceable ID. To associate an API Gateway endpoint with a function, you should remove the `RestApiId` property and let SAM handle the implicit API creation. \n\n<END>']"
gemini-1.5-pro,case14-github.yaml,"[""<START>\n\n##  [Configuration Entry Errors]\n\n* **Resources > MyApi > Properties > Auth > Authorizers > MyAuthorizerV1 > UserPoolArn**: `UserPoolArn` should be defined directly within `MyAuthorizerV1`, not under a separate `Properties` key.\n* **Resources > MyApi > Properties > Auth > Authorizers > MyAuthorizerV2 > UserPoolArn**:  `UserPoolArn` should be defined directly within `MyAuthorizerV2`, not under a separate `Properties` key.\n\n## [Configuration Entry Value Errors]\n\n* **Resources > MyFirstApiKey > Properties > StageKeys**: The `StageKeys` property should be an array of objects. Each object should have `RestApiId` and `StageName` properties.\n\n## [Entry Dependency Errors]\n\n* **Resources > MyFirstApiKey > DependsOn**:  While not strictly an error, it's unusual to have an API Key depend on a Usage Plan. Typically, the Usage Plan would depend on the API Key. \n\n<END>""]"
gemini-1.5-pro,case11-github.yaml,"['<START>\n\n**[Configuration Entry Errors]**\n* **Missing `Type` property under `Auth.Authorizers.MyCognitoAuthorizer`**: The `MyCognitoAuthorizer` under `Auth.Authorizers` is missing the `Type` property, which is required to specify the authorizer type (in this case, it should be `AMAZON_COGNITO_USER_POOLS`).\n\n**[Entry Dependency Errors]**\n* **Incorrect `Fn::GetAtt` usage for `UserPoolArn`**:  Under `MyApi.Properties.Auth.Authorizers.MyCognitoAuthorizer`, `UserPoolArn` should reference the UserPoolId, not the ARN.  It should be `Fn::GetAtt: [MyCognitoUserPool, Id]`.\n\n<END>']"
gemini-1.5-pro,case18-github.yaml,"['<START>\n\n## Resource Type Errors\n- **None** - All resource types used (AWS::S3::Bucket, AWS::IAM::Role, AWS::CodeBuild::Project) are supported by SAM.\n\n## Configuration Entry Errors\n- **Triggers.FilterGroups.Type (HEAD_REF)**: The correct value for `Type` under `HEAD_REF` in CodeBuild triggers is `HEAD_REF`, not `HEAD_REF`. It should be:\n    ```yaml\n    Type: HEAD_REF \n    ```\n\n## Configuration Entry Value Errors\n- **None** - All configuration entry values appear to be of the correct type and format.\n\n## Entry Dependency Errors\n- **None** - All references (e.g., `!Ref DeploymentBucket`, `!Ref BuilderIAMRole`) are correctly used and point to existing resources.\n\n## Value Dependency Errors\n- **None** - There are no apparent implicit value dependencies that are misconfigured. \n\n<END>']"
gemini-1.5-pro,case9-github.yaml,"['<START>\n\n## [Resource Type Errors]\n\n- **AWS::ApiGateway::ApiKeyUsagePlan**: This resource type is not supported in SAM. Use `AWS::Serverless::ApiUsagePlanAssociation` instead. \n\n## [Configuration Entry Errors]\n\n- **RestApi > Properties > CacheClusterSize**: This property is not valid when `CacheClusterEnabled` is set to `false`.\n- **MyLambdaFunction > Properties > Events > GetApi > Properties > RestApiId**: The correct property name is `RestApiId`, not `RestApi`.\n\n## [Configuration Entry Value Errors]\n\n- **RestApi > Properties > EndpointConfiguration**: The value should be an object, not a string. For a regional endpoint, it should be: \n  ```yaml\n  EndpointConfiguration:\n    Type: REGIONAL\n  ```\n\n## [Entry Dependency Errors]\n\n- **MyLambdaFunction > Properties > Events > GetApi**:  The `Events` property should be defined directly under `Properties`, not within `MyLambdaFunction`.\n\n## [Value Dependency Errors]\n\n- **ApiUsagePlan > Properties > ApiStages**: The `ApiId` should reference the generated API ID, not the `RestApi` resource itself. Use `!Ref RestApi.ApiId` instead. \n\n<END>']"
